"PERIODE";"IAS_brut";"IAS_lissé";"Incidence_Sentinelles"
2022-01-01;27618,7;40,9;NA
2022-01-02;378,9;42,7;NA
2022-01-03;66,1;43,3;NA
2022-01-04;50,2;42,5;NA
2022-01-05;52,3;40,3;NA
2022-01-06;31,8;37,2;NA
2022-01-07;23,8;33,9;NA
2022-01-08;19,9;30,6;NA
2022-01-09;134,1;27,7;NA
2022-01-10;26,4;25,3;NA
2022-01-11;27,9;23,6;NA
2022-01-12;30,2;22,5;NA
2022-01-13;16,4;22;NA
2022-01-14;19,2;21,7;NA
2022-01-15;10,4;21,6;NA
2022-01-16;3,9;21,6;NA
2022-01-17;24;21,7;NA
2022-01-18;34,1;21,9;NA
2022-01-19;23,3;22,3;NA
2022-01-20;19,4;22,9;NA
2022-01-21;24,4;23,5;NA
2022-01-22;11,8;24,2;NA
2022-01-23;113,2;24,7;NA
2022-01-24;20,5;25,1;NA
2022-01-25;36,8;25,4;NA
2022-01-26;38,9;25,6;NA
2022-01-27;24;25,5;NA
2022-01-28;27;25,1;NA
2022-01-29;10,8;24,7;NA
2022-01-30;5,3;24,2;NA
2022-01-31;23,2;23,5;NA
2022-02-01;24,9;22,9;NA
2022-02-02;25,6;22,5;NA
2022-02-03;35,2;22;NA
2022-02-04;23,9;21,4;NA
2022-02-05;6,6;20,5;NA
2022-02-06;33,5;19,3;NA
2022-02-07;15,1;18,1;NA
2022-02-08;22,5;17,3;NA
2022-02-09;16,5;16,8;NA
2022-02-10;18,1;16,7;NA
2022-02-11;16,7;16,9;NA
2022-02-12;9,6;17;NA
2022-02-13;72,8;17;NA
2022-02-14;17,1;16,9;NA
2022-02-15;19,9;17;NA
2022-02-16;21,3;17,3;NA
2022-02-17;13,5;17,6;NA
2022-02-18;17;18;NA
2022-02-19;12,1;18,3;NA
2022-02-20;43,3;18,4;NA
2022-02-21;29,6;18,3;NA
2022-02-22;17,4;18,1;NA
2022-02-23;17,6;17,7;NA
2022-02-24;18,5;17,1;NA
2022-02-25;16,4;16,6;NA
2022-02-26;8,4;16,1;NA
2022-02-27;238,6;15,8;NA
2022-02-28;14;15,6;NA
2022-03-01;13,4;15,7;NA
2022-03-02;20;16;NA
2022-03-03;20,3;16,7;NA
2022-03-04;17;17,8;NA
2022-03-05;8,6;19,2;NA
2022-03-06;264,2;20,6;NA
2022-03-07;18;21,8;NA
2022-03-08;30;22,9;NA
2022-03-09;34,4;24,1;NA
2022-03-10;28,8;25,8;NA
2022-03-11;19,1;27,6;NA
2022-03-12;14,4;29,3;NA
2022-03-13;206,6;30,8;NA
2022-03-14;33;32;NA
2022-03-15;56,5;33,5;NA
2022-03-16;36;35,8;NA
2022-03-17;31,9;39,3;NA
2022-03-18;30,5;43,6;NA
2022-03-19;19,2;48,3;NA
2022-03-20;1738,4;53;NA
2022-03-21;81,2;57,2;NA
2022-03-22;76,4;61,3;NA
2022-03-23;94,5;65,6;NA
2022-03-24;57;69,8;NA
2022-03-25;58,6;73,7;NA
2022-03-26;21,8;77,1;NA
2022-03-27;5161;79,5;NA
2022-03-28;105,2;81,1;NA
2022-03-29;118,3;81,8;NA
2022-03-30;94,7;81,6;NA
2022-03-31;94,8;80,8;NA
2022-04-01;63,8;79,1;NA
2022-04-02;17,3;76,8;NA
2022-04-03;641,6;74,3;NA
2022-04-04;74;72,6;NA
2022-04-05;89,5;72,1;NA
2022-04-06;102,2;72,4;NA
2022-04-07;71,5;72,7;NA
2022-04-08;67,8;72,1;NA
2022-04-09;34,5;69,8;NA
2022-04-10;1837,6;66,1;NA
2022-04-11;66,6;62,1;NA
2022-04-12;83,4;58,9;NA
2022-04-13;50,9;56,1;NA
2022-04-14;56,3;52,6;NA
2022-04-15;40,1;48,2;NA
2022-04-16;19,9;42,4;NA
2022-04-17;1261,5;36;NA
2022-04-18;3362;30,6;NA
2022-04-19;20,4;26,9;NA
2022-04-20;36,1;24,7;NA
2022-04-21;16,5;23,7;NA
2022-04-22;16;23;NA
2022-04-23;13,3;22,3;NA
2022-04-24;1784,9;21,3;NA
2022-04-25;32,2;20,2;NA
2022-04-26;29,7;19,2;NA
2022-04-27;17,7;18;NA
2022-04-28;9,2;16,7;NA
2022-04-29;16,1;15,1;NA
2022-04-30;5,5;13,5;NA
2022-05-01;1487,5;11,9;NA
2022-05-02;14,9;10,7;NA
2022-05-03;10,3;9,8;NA
2022-05-04;8,1;9,2;NA
2022-05-05;10,1;8,7;NA
2022-05-06;5,6;8,2;NA
2022-05-07;3,7;7,8;NA
2022-05-08;530,4;7,5;NA
2022-05-09;8,6;7,4;NA
2022-05-10;6,7;7,4;NA
2022-05-11;9,2;7,4;NA
2022-05-12;6,7;7,4;NA
2022-05-13;6,5;7,3;NA
2022-05-14;7,4;7;NA
2022-05-15;104,9;6,7;NA
2022-05-16;8,6;6,3;NA
2022-05-17;4,6;6;NA
2022-05-18;6,7;5,8;NA
2022-05-19;4,9;5,5;NA
2022-05-20;4,2;5,3;NA
2022-05-21;3,7;5,1;NA
2022-05-22;131,9;4,9;NA
2022-05-23;6,7;4,8;NA
2022-05-24;3,9;4,6;NA
2022-05-25;4,6;4,5;NA
2022-05-26;35,8;4,4;NA
2022-05-27;3,1;4,4;NA
2022-05-28;3,5;4,3;NA
2022-05-29;44,5;4,3;NA
2022-05-30;3,9;4,3;NA
2022-05-31;4,6;4,4;NA
2022-06-01;8,2;4,5;NA
2022-06-02;3;4,5;NA
2022-06-03;3,5;4,6;NA
2022-06-04;3,9;4,8;NA
2022-06-05;204,6;4,9;NA
2022-06-06;91,1;5,1;NA
2022-06-07;3,9;5,4;NA
2022-06-08;5,9;5,6;NA
2022-06-09;7,8;5,9;NA
2022-06-10;5,6;6,1;NA
2022-06-11;4,3;6,2;NA
2022-06-12;289;6,4;NA
2022-06-13;6,2;6,7;NA
2022-06-14;7,7;6,9;NA
2022-06-15;7,2;7,2;NA
2022-06-16;5,8;7,5;NA
2022-06-17;8,6;7,9;NA
2022-06-18;7,6;8,3;NA
2022-06-19;1521,3;8,4;NA
2022-06-20;6,6;8,5;NA
2022-06-21;11,3;8,6;NA
2022-06-22;13,2;8,6;NA
2022-06-23;5,9;8,6;NA
2022-06-24;5,1;8,7;NA
2022-06-25;7,9;8,9;NA
2022-06-26;325,9;9,2;NA
2022-06-27;10,1;9,6;NA
2022-06-28;11,1;10,2;NA
2022-06-29;10,9;10,8;NA
2022-06-30;8,1;11,6;NA
2022-07-01;14,3;12,4;NA
2022-07-02;11,2;13,2;NA
2022-07-03;669,6;14,1;NA
2022-07-04;16,1;15;NA
2022-07-05;14,8;15,8;NA
2022-07-06;19,2;16,4;NA
2022-07-07;15,4;16,8;NA
2022-07-08;18,8;16,9;NA
2022-07-09;10,1;16,9;NA
2022-07-10;287,5;16,4;NA
2022-07-11;23,7;15,6;NA
2022-07-12;14,6;14,7;NA
2022-07-13;13,5;13,6;NA
2022-07-14;901,3;12,4;NA
2022-07-15;5,2;11,2;NA
2022-07-16;5;10,2;NA
2022-07-17;1654,9;9,3;NA
2022-07-18;11,6;8,8;NA
2022-07-19;7,5;8,6;NA
2022-07-20;7,6;8,6;NA
2022-07-21;9,2;8,5;NA
2022-07-22;8,2;8,4;NA
2022-07-23;5,8;8,1;NA
2022-07-24;314,3;7,7;NA
2022-07-25;9,2;7,4;NA
2022-07-26;7,6;7,1;NA
2022-07-27;6,7;6,7;NA
2022-07-28;5,2;6,4;NA
2022-07-29;4;6,1;NA
2022-07-30;9,2;5,9;NA
2022-07-31;21,5;5,6;NA
2022-08-01;4,6;5,4;NA
2022-08-02;5,6;5,2;NA
2022-08-03;6,6;5,1;NA
2022-08-04;4,6;5;NA
2022-08-05;3,4;4,8;NA
2022-08-06;3,9;4,6;NA
2022-08-07;23;4,4;NA
2022-08-08;8,2;4,1;NA
2022-08-09;2,8;3,9;NA
2022-08-10;2,6;3,8;NA
2022-08-11;5,3;3,7;NA
2022-08-12;1,5;3,7;NA
2022-08-13;4,3;3,7;NA
2022-08-14;20,5;3,8;NA
2022-08-15;96,8;4;NA
2022-08-16;3,5;4,2;NA
2022-08-17;5;4,5;NA
2022-08-18;4,9;4,6;NA
2022-08-19;4,2;4,8;NA
2022-08-20;3,5;4,8;NA
2022-08-21;147,1;4,7;NA
2022-08-22;7,3;4,7;NA
2022-08-23;3,6;4,6;NA
2022-08-24;6,4;4,5;NA
2022-08-25;3,4;4,4;NA
2022-08-26;2,2;4,3;NA
2022-08-27;4,6;4,3;NA
2022-08-28;354;4,3;NA
2022-08-29;5,7;4,4;NA
2022-08-30;3,7;4,5;NA
2022-08-31;3,7;4,6;NA
2022-09-01;5,5;4,7;NA
2022-09-02;7,2;4,8;NA
2022-09-03;2,1;4,8;NA
2022-09-04;189,8;4,8;NA
2022-09-05;4,1;4,8;NA
2022-09-06;6,1;4,7;NA
2022-09-07;4,3;4,7;NA
2022-09-08;4,8;4,7;NA
2022-09-09;4,2;4,9;NA
2022-09-10;4,1;5,2;NA
2022-09-11;10,1;5,6;NA
2022-09-12;3,8;6,1;NA
2022-09-13;8,1;6,7;NA
2022-09-14;9;7,2;NA
2022-09-15;8,8;7,7;NA
2022-09-16;8,9;8,1;NA
2022-09-17;6;8,5;NA
2022-09-18;859,3;8,7;NA
2022-09-19;9,8;8,7;NA
2022-09-20;6,8;8,8;NA
2022-09-21;9,5;8,8;NA
2022-09-22;9,8;9;NA
2022-09-23;8,8;9,3;NA
2022-09-24;5,6;9,8;NA
2022-09-25;597,5;10,3;NA
2022-09-26;11;11;NA
2022-09-27;11,7;11,7;NA
2022-09-28;11,4;12,8;NA
2022-09-29;12,3;14,3;NA
2022-09-30;16,2;15,9;NA
2022-10-01;12;17,6;NA
2022-10-02;431,5;19,1;NA
2022-10-03;32,3;20,2;NA
2022-10-04;25,5;20,8;NA
2022-10-05;23,1;20,8;NA
2022-10-06;21,7;20,3;NA
2022-10-07;13,3;19,7;NA
2022-10-08;7,9;19,1;NA
2022-10-09;503,4;18,6;NA
2022-10-10;27,5;18,6;NA
2022-10-11;10,3;18,8;NA
2022-10-12;27,1;18,9;NA
2022-10-13;22,9;18,2;NA
2022-10-14;18,8;16,7;NA
2022-10-15;15,6;14,7;NA
2022-10-16;1304,9;12,5;NA
2022-10-17;15,3;10,6;NA
2022-10-18;6,7;9,1;NA
2022-10-19;5,8;8;NA
2022-10-20;5,4;7,3;NA
2022-10-21;6,8;6,8;NA
2022-10-22;4;6,5;NA
2022-10-23;423,4;6,2;NA
2022-10-24;8,3;6,1;NA
2022-10-25;6,9;6;NA
2022-10-26;5,3;6;NA
2022-10-27;3,1;6;NA
2022-10-28;5;6;NA
2022-10-29;8,9;6;NA
2022-10-30;667,5;6;NA
2022-10-31;5,5;6,1;NA
2022-11-01;188,9;6;NA
2022-11-02;7;5,7;NA
2022-11-03;5,5;5,1;NA
2022-11-04;3,9;4,5;NA
2022-11-05;5,4;4;NA
2022-11-06;12,4;3,6;NA
2022-11-07;2,8;3,4;NA
2022-11-08;2,9;3,2;NA
2022-11-09;2,3;3,2;NA
2022-11-10;2,7;3,2;NA
2022-11-11;255,8;3,4;NA
2022-11-12;2,9;3,5;NA
2022-11-13;1075,2;3,6;NA
2022-11-14;4;3,6;NA
2022-11-15;4,3;3,7;NA
2022-11-16;2,8;3,7;NA
2022-11-17;3,2;3,8;NA
2022-11-18;3,1;3,9;NA
2022-11-19;3,4;4;NA
2022-11-20;29,5;4,2;NA
2022-11-21;6,1;4,4;NA
2022-11-22;5,1;4,7;NA
2022-11-23;3,6;5;NA
2022-11-24;5,2;5,4;NA
2022-11-25;4,7;5,9;NA
2022-11-26;5,5;6,3;NA
2022-11-27;220,8;6,7;NA
2022-11-28;8,2;7,2;NA
2022-11-29;11,1;7,8;NA
2022-11-30;8,1;8,7;NA
2022-12-01;4,5;10,1;NA
2022-12-02;7,9;12,3;NA
2022-12-03;8,8;15,7;NA
2022-12-04;182,3;20,4;NA
2022-12-05;40,7;26,3;NA
2022-12-06;31,3;33,3;NA
2022-12-07;55;41,6;NA
2022-12-08;60,4;51,3;NA
2022-12-09;43,6;62,5;NA
2022-12-10;37,4;75,4;NA
2022-12-11;1945,6;90,3;NA
2022-12-12;134,5;105,8;NA
2022-12-13;151,9;120;NA
2022-12-14;168,8;133,8;NA
2022-12-15;148,7;148,7;NA
2022-12-16;111,5;163,7;NA
2022-12-17;112,2;177,4;NA
2022-12-18;3740,9;189,8;NA
2022-12-19;206,5;200,3;NA
2022-12-20;335,1;208,2;NA
2022-12-21;284,2;212,2;NA
2022-12-22;208,1;209,8;NA
2022-12-23;137;199,5;NA
2022-12-24;82,5;181,5;NA
2022-12-25;3478;158,8;NA
2022-12-26;242;136,5;NA
2022-12-27;111,5;119,2;NA
2022-12-28;134,1;107,8;NA
2022-12-29;90,2;100,8;NA
2022-12-30;55,2;96;NA
2022-12-31;24,5;91,3;NA
2023-01-01;1302,1;86;NA
2023-01-02;127,8;81,3;NA
2023-01-03;120,1;77,1;NA
2023-01-04;92,8;71,8;NA
2023-01-05;67,1;64,9;NA
2023-01-06;39,4;56,5;NA
2023-01-07;23,2;47,2;NA
2023-01-08;2682,8;38,3;NA
2023-01-09;34,1;31,2;NA
2023-01-10;29,8;26,4;NA
2023-01-11;22;23,1;NA
2023-01-12;20,4;20,8;NA
2023-01-13;12,8;19,1;NA
2023-01-14;6,1;17,8;NA
2023-01-15;4669,3;16,5;NA
2023-01-16;18,7;15,6;NA
2023-01-17;14,6;15;NA
2023-01-18;17,6;14,6;NA
2023-01-19;17,8;14,4;NA
2023-01-20;9,6;14,2;NA
2023-01-21;7,1;13,8;NA
2023-01-22;1252,8;13,2;NA
2023-01-23;9,7;12,6;NA
2023-01-24;27,8;12,2;NA
2023-01-25;9,1;11,9;NA
2023-01-26;11,9;11,8;NA
2023-01-27;6,8;11,6;NA
2023-01-28;7,7;11,3;NA
2023-01-29;73,4;11;NA
2023-01-30;15,6;10,8;NA
2023-01-31;10,4;10,7;NA
2023-02-01;12,8;10,7;NA
2023-02-02;11,1;10,7;NA
2023-02-03;7,3;10,8;NA
2023-02-04;5,8;10,8;NA
2023-02-05;601,9;10,8;NA
2023-02-06;11,4;10,7;NA
2023-02-07;15,9;10,7;NA
2023-02-08;9,6;10,8;NA
2023-02-09;14,5;10,9;NA
2023-02-10;8,1;10,8;NA
2023-02-11;2,4;10,5;NA
2023-02-12;2729,9;10;NA
2023-02-13;15;9,6;NA
2023-02-14;13,1;9,3;NA
2023-02-15;11;9,1;NA
2023-02-16;3,5;8,9;NA
2023-02-17;7,9;8,9;NA
2023-02-18;5,6;8,7;NA
2023-02-19;1067,8;8,6;NA
2023-02-20;11;8,6;NA
2023-02-21;8,1;8,6;NA
2023-02-22;10;8,6;NA
2023-02-23;12,2;8,3;NA
2023-02-24;5,1;7,8;NA
2023-02-25;4,4;7,2;NA
2023-02-26;1985,2;6,6;NA
2023-02-27;6,8;6,1;NA
2023-02-28;5,2;5,8;NA
2023-03-01;5,7;5,6;NA
2023-03-02;4,6;5,6;NA
2023-03-03;4,3;5,6;NA
2023-03-04;3,8;5,7;NA
2023-03-05;634,4;5,7;NA
2023-03-06;8,9;5,9;NA
2023-03-07;5,2;6,1;NA
2023-03-08;5,5;6,3;NA
2023-03-09;7;6,5;NA
2023-03-10;4,9;6,6;NA
2023-03-11;5,6;6,8;NA
2023-03-12;2368,1;6,8;NA
2023-03-13;7,3;6,9;NA
2023-03-14;7,8;6,8;NA
2023-03-15;7,9;6,6;NA
2023-03-16;6,7;6,2;NA
2023-03-17;4,8;5,8;NA
2023-03-18;3,1;5,4;NA
2023-03-19;263,9;4,9;NA
2023-03-20;4,7;4,5;NA
2023-03-21;3,6;4,2;NA
2023-03-22;4,3;4;NA
2023-03-23;5,1;3,8;NA
2023-03-24;3,7;3,6;NA
2023-03-25;1,5;3,5;NA
2023-03-26;64,3;3,3;NA
2023-03-27;2,7;3,2;NA
2023-03-28;3,9;3,1;NA
2023-03-29;2,1;3,1;NA
2023-03-30;4,8;3;NA
2023-03-31;2,7;3;NA
2023-04-01;1,8;2,9;NA
2023-04-02;187,3;2,7;NA
2023-04-03;3,7;2,5;NA
2023-04-04;1,7;2,3;NA
2023-04-05;3,1;2,2;NA
2023-04-06;1,4;2;NA
2023-04-07;1,6;2;NA
2023-04-08;0,9;1,9;NA
2023-04-09;147,7;1,9;NA
2023-04-10;12,2;1,9;NA
2023-04-11;1,8;1,9;NA
2023-04-12;2,9;1,9;NA
2023-04-13;1,9;1,9;NA
2023-04-14;1,6;1,9;NA
2023-04-15;0,6;1,9;NA
2023-04-16;42,3;1,8;NA
2023-04-17;2,8;1,8;NA
2023-04-18;1,1;1,7;NA
2023-04-19;3,2;1,7;NA
2023-04-20;2,1;1,6;NA
2023-04-21;0,9;1,5;NA
2023-04-22;1;1,3;NA
2023-04-23;12,9;1,2;NA
2023-04-24;1,3;1,1;NA
2023-04-25;0,9;1;NA
2023-04-26;0,9;0,9;NA
2023-04-27;1,2;0,9;NA
2023-04-28;0,7;0,9;NA
2023-04-29;0,4;0,9;NA
2023-04-30;22,2;0,9;NA
2023-05-01;13,9;0,9;NA
2023-05-02;1,1;0,9;NA
2023-05-03;1,2;0,9;NA
2023-05-04;0,8;0,9;NA
2023-05-05;0,6;0,9;NA
2023-05-06;1,1;0,8;NA
2023-05-07;2,4;0,7;NA
2023-05-08;33,5;0,7;NA
2023-05-09;0,5;0,7;NA
2023-05-10;0,7;0,6;NA
2023-05-11;0,5;0,6;NA
2023-05-12;0,5;0,7;NA
2023-05-13;0,7;0,7;NA
2023-05-14;67,4;0,7;NA
2023-05-15;1;0,7;NA
2023-05-16;0,5;0,7;NA
2023-05-17;0,9;0,8;NA
2023-05-18;130,4;0,8;NA
2023-05-19;0,4;0,7;NA
2023-05-20;0,6;0,7;NA
2023-05-21;96;0,7;NA
2023-05-22;1,1;0,7;NA
2023-05-23;0,5;0,7;NA
2023-05-24;0,5;0,6;NA
2023-05-25;0,6;0,6;NA
2023-05-26;0,8;0,6;NA
2023-05-27;0,2;0,5;NA
2023-05-28;82,1;0,5;NA
2023-05-29;16,3;0,5;NA
2023-05-30;0,3;0,4;NA
2023-05-31;0,7;0,4;NA
2023-06-01;0,3;0,4;NA
2023-06-02;0,3;0,4;NA
2023-06-03;0,5;0,4;NA
2023-06-04;13;0,4;NA
2023-06-05;0,4;0,4;NA
2023-06-06;0,4;0,4;NA
2023-06-07;0,5;0,4;NA
2023-06-08;0,3;0,4;NA
2023-06-09;0,3;0,4;NA
2023-06-10;0,3;0,4;NA
2023-06-11;31,2;0,4;NA
2023-06-12;0,6;0,4;NA
2023-06-13;0,4;0,5;NA
2023-06-14;0,7;0,5;NA
2023-06-15;0,5;0,5;NA
2023-06-16;0,4;0,5;NA
2023-06-17;0,4;0,5;NA
2023-06-18;3,7;0,4;NA
2023-06-19;0,4;0,4;NA
2023-06-20;0,5;0,4;NA
2023-06-21;0,8;0,4;NA
2023-06-22;0,1;0,4;NA
2023-06-23;0,4;0,4;NA
2023-06-24;0,2;0,3;NA
2023-06-25;1,5;0,3;NA
2023-06-26;0,6;0,3;NA
2023-06-27;0,2;0,3;NA
2023-06-28;0,2;0,3;NA
2023-06-29;0,3;0,3;NA
2023-06-30;0,3;0,3;NA
2023-07-01;0,3;0,3;NA
2023-07-02;2,7;0,3;NA
2023-07-03;0,3;0,3;NA
2023-07-04;0,2;0,3;NA
2023-07-05;0,2;0,2;NA
2023-07-06;0,4;0,2;NA
2023-07-07;0,2;0,2;NA
2023-07-08;0,2;0,2;NA
2023-07-09;0,6;0,2;NA
2023-07-10;0,1;0,2;NA
2023-07-11;0,2;0,2;NA
2023-07-12;0,2;0,2;NA
2023-07-13;0,2;0,2;NA
2023-07-14;14;0,2;NA
2023-07-15;0,1;0,2;NA
2023-07-16;2;0,2;NA
2023-07-17;0,2;0,2;NA
2023-07-18;0,1;0,2;NA
2023-07-19;0,2;0,2;NA
2023-07-20;0,3;0,2;NA
2023-07-21;0,3;0,2;NA
2023-07-22;0,1;0,2;NA
2023-07-23;5,6;0,2;NA
2023-07-24;0,3;0,2;NA
2023-07-25;0,2;0,2;NA
2023-07-26;0,2;0,2;NA
2023-07-27;0,1;0,2;NA
2023-07-28;0,1;0,2;NA
2023-07-29;0,1;0,1;NA
2023-07-30;0,6;0,1;NA
2023-07-31;0,1;0,1;NA
2023-08-01;0,1;0,1;NA
2023-08-02;0,1;0,1;NA
2023-08-03;0,2;0,1;NA
2023-08-04;0,1;0,1;NA
2023-08-05;0;0,1;NA
2023-08-06;12,9;0,2;NA
2023-08-07;0,2;0,2;NA
2023-08-08;0,2;0,2;NA
2023-08-09;0,3;0,2;NA
2023-08-10;0,2;0,2;NA
2023-08-11;0,3;0,2;NA
2023-08-12;0,1;0,2;NA
2023-08-13;4,5;0,2;NA
2023-08-14;0,2;0,2;NA
2023-08-15;28,6;0,2;NA
2023-08-16;0,1;0,2;NA
2023-08-17;0,2;0,2;NA
2023-08-18;0,4;0,2;NA
2023-08-19;0,2;0,2;NA
2023-08-20;65,2;0,2;NA
2023-08-21;0,2;0,2;NA
2023-08-22;0,2;0,2;NA
2023-08-23;0,3;0,3;NA
2023-08-24;0,3;0,3;NA
2023-08-25;0,2;0,3;NA
2023-08-26;0,2;0,3;NA
2023-08-27;5,8;0,3;NA
2023-08-28;0,3;0,3;NA
2023-08-29;0,3;0,3;NA
2023-08-30;0,4;0,3;NA
2023-08-31;0,2;0,3;NA
2023-09-01;0,2;0,3;NA
2023-09-02;0,1;0,3;NA
2023-09-03;20,8;0,3;NA
2023-09-04;0,6;0,4;NA
2023-09-05;0,4;0,4;NA
2023-09-06;0,8;0,4;NA
2023-09-07;0,3;0,4;NA
2023-09-08;0,2;0,4;NA
2023-09-09;0,2;0,4;NA
2023-09-10;189,4;0,4;NA
2023-09-11;0,7;0,5;NA
2023-09-12;0,6;0,5;NA
2023-09-13;0,5;0,5;NA
2023-09-14;0,4;0,5;NA
2023-09-15;0,6;0,5;NA
2023-09-16;0,2;0,5;NA
2023-09-17;3,1;0,5;NA
2023-09-18;0,8;0,6;NA
2023-09-19;0,4;0,6;NA
2023-09-20;0,7;0,6;NA
2023-09-21;0,8;0,6;NA
2023-09-22;0,8;0,6;NA
2023-09-23;0,1;0,6;NA
2023-09-24;23,8;0,6;NA
2023-09-25;0,6;0,6;NA
2023-09-26;0,5;0,6;NA
2023-09-27;0,9;0,5;NA
2023-09-28;0,6;0,5;NA
2023-09-29;0,4;0,5;NA
2023-09-30;0,3;0,5;NA
2023-10-01;1,4;0,5;NA
2023-10-02;0,4;0,5;NA
2023-10-03;0,9;0,5;NA
2023-10-04;0,5;0,5;NA
2023-10-05;0,3;0,5;NA
2023-10-06;0,4;0,5;NA
2023-10-07;0,2;0,4;NA
2023-10-08;7,2;0,4;NA
2023-10-09;1;0,4;NA
2023-10-10;0,3;0,4;NA
2023-10-11;0,4;0,4;NA
2023-10-12;0,4;0,4;NA
2023-10-13;0,2;0,3;NA
2023-10-14;0,2;0,3;NA
2023-10-15;1,1;0,3;NA
2023-10-16;0,4;0,3;NA
2023-10-17;0,3;0,2;NA
2023-10-18;0,3;0,2;NA
2023-10-19;0,2;0,2;NA
2023-10-20;0,2;0,2;NA
2023-10-21;0,1;0,2;NA
2023-10-22;48,1;0,2;NA
2023-10-23;0,1;0,2;NA
2023-10-24;0,2;0,2;NA
2023-10-25;0,3;0,2;NA
2023-10-26;0,1;0,1;NA
2023-10-27;0,1;0,1;NA
2023-10-28;0,1;0,1;NA
2023-10-29;0,7;0,1;NA
2023-10-30;0,1;0,1;NA
2023-10-31;0,2;0,1;NA
2023-11-01;0,1;0,1;NA
2023-11-02;0,1;0,1;NA
2023-11-03;0,1;0,1;NA
2023-11-04;0,1;0,1;NA
2023-11-05;20,8;0,1;NA
2023-11-06;0,3;0,2;NA
2023-11-07;0,2;0,2;NA
2023-11-08;0,2;0,2;NA
2023-11-09;0,2;0,2;NA
2023-11-10;0,1;0,2;NA
2023-11-11;0,7;0,2;NA
2023-11-12;0,3;0,2;NA
2023-11-13;0,2;0,2;NA
2023-11-14;0,2;0,2;NA
2023-11-15;0,1;0,2;NA
2023-11-16;0,2;0,2;NA
2023-11-17;0,2;0,2;NA
2023-11-18;0;0,2;NA
2023-11-19;3,8;0,2;NA
2023-11-20;0,3;0,2;NA
2023-11-21;0,4;0,2;NA
2023-11-22;0,2;0,3;NA
2023-11-23;0,4;0,3;NA
2023-11-24;0,2;0,3;NA
2023-11-25;0;0,3;NA
2023-11-26;37,6;0,3;NA
2023-11-27;0,3;0,3;NA
2023-11-28;0,3;0,3;NA
2023-11-29;0,3;0,4;NA
2023-11-30;0,6;0,4;NA
2023-12-01;0,4;0,5;NA
2023-12-02;0,2;0,5;NA
2023-12-03;2;0,6;NA
2023-12-04;1,3;0,6;NA
2023-12-05;0,5;0,6;NA
2023-12-06;0,9;0,6;NA
2023-12-07;0,7;0,7;NA
2023-12-08;0,3;0,7;NA
2023-12-09;0,2;0,6;NA
2023-12-10;35,4;0,6;NA
2023-12-11;1,2;0,6;NA
2023-12-12;1,1;0,6;NA
2023-12-13;0,4;0,5;NA
2023-12-14;0,3;0,5;NA
2023-12-15;0,4;0,5;NA
2023-12-16;0,1;0,4;NA
2023-12-17;0,4;0,3;NA
2023-12-18;0,6;0,3;NA
2023-12-19;0,5;0,3;NA
2023-12-20;0,1;0,3;NA
2023-12-21;0,2;0,3;NA
2023-12-22;0,2;0,3;NA
2023-12-23;0,2;0,3;NA
2023-12-24;6;0,2;NA
2023-12-25;0,3;0,2;NA
2023-12-26;0,3;0,2;NA
2023-12-27;0,4;0,2;NA
2023-12-28;0,2;0,2;NA
2023-12-29;0,2;0,3;NA
2023-12-30;0,1;0,3;NA
2023-12-31;0,1;0,3;NA
2024-01-01;6,9;0,3;NA
2024-01-02;0,6;0,4;NA
2024-01-03;0,5;0,4;NA
2024-01-04;0,5;0,4;NA
2024-01-05;0,3;0,4;NA
2024-01-06;0,2;0,4;NA
2024-01-07;98,2;0,4;NA
2024-01-08;0,5;0,4;NA
2024-01-09;0,5;0,4;NA
2024-01-10;0,3;0,4;NA
2024-01-11;0,4;0,4;NA
2024-01-12;0,1;0,4;NA
2024-01-13;0,1;0,4;NA
2024-01-14;8,6;0,4;NA
2024-01-15;0,9;0,5;NA
2024-01-16;0,7;0,5;NA
2024-01-17;1;0,5;NA
2024-01-18;0,5;0,6;NA
2024-01-19;0,2;0,6;NA
2024-01-20;0,2;0,6;NA
2024-01-21;83,7;0,6;NA
2024-01-22;1,1;0,6;NA
2024-01-23;0,9;0,6;NA
2024-01-24;0,7;0,7;NA
2024-01-25;0,6;0,7;NA
2024-01-26;0,3;0,7;NA
2024-01-27;0,5;0,6;NA
2024-01-28;53,3;0,6;NA
2024-01-29;0,8;0,6;NA
2024-01-30;0,7;0,6;NA
2024-01-31;0,4;0,6;NA
2024-02-01;1,1;0,6;NA
2024-02-02;0,4;0,5;NA
2024-02-03;0,3;0,5;NA
2024-02-04;7,2;0,5;NA
2024-02-05;0,5;0,4;NA
2024-02-06;0,3;0,4;NA
2024-02-07;0,6;0,4;NA
2024-02-08;0,2;0,4;NA
2024-02-09;0,6;0,4;NA
2024-02-10;0,1;0,4;NA
2024-02-11;16;0,3;NA
2024-02-12;0,6;0,3;NA
2024-02-13;0,3;0,3;NA
2024-02-14;0,3;0,2;NA
2024-02-15;0,1;0,2;NA
2024-02-16;0,1;0,2;NA
2024-02-17;0,1;0,2;NA
2024-02-18;2,5;0,1;NA
2024-02-19;0,1;0,1;NA
2024-02-20;0,2;0,1;NA
2024-02-21;0,1;0,1;NA
2024-02-22;0,1;0,1;NA
2024-02-23;0;0,1;NA
2024-02-24;0;0,1;NA
